Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
04/01/2013,EQ,1285.00,1301.00,1280.90,1280.60,1299.00,1299.20,1292.63,1439.80,1045.30,2614380.00,3379416657.40,69757.00
07/01/2013,EQ,1300.00,1304.00,1290.25,1299.20,1295.00,1294.85,1296.12,1439.80,1045.30,910376.00,1179960935.00,51121.00
08/01/2013,EQ,1295.00,1304.30,1294.30,1294.85,1300.50,1300.25,1299.83,1439.80,1045.30,1170935.00,1522020959.55,70267.00
09/01/2013,EQ,1301.00,1307.40,1273.15,1300.25,1277.00,1276.60,1284.34,1439.80,1045.30,1567949.00,2013777948.85,59377.00
10/01/2013,EQ,1279.90,1282.10,1255.30,1276.60,1269.00,1258.40,1265.53,1439.80,1045.30,2261419.00,2861903596.25,118083.00
11/01/2013,EQ,1290.00,1322.50,1290.00,1258.40,1305.80,1306.35,1305.15,1439.80,1045.30,3902503.00,5093369459.20,110429.00
14/01/2013,EQ,1319.00,1348.45,1307.35,1306.35,1335.60,1334.50,1333.24,1439.80,1045.30,2895112.00,3859884092.10,102268.00
15/01/2013,EQ,1390.00,1400.00,1327.00,1334.50,1338.05,1337.45,1364.59,1439.80,1045.30,4131489.00,5637774537.15,143245.00
16/01/2013,EQ,1336.90,1355.00,1309.00,1337.45,1344.90,1347.75,1334.25,1439.80,1045.30,2054746.00,2741536392.10,101943.00
17/01/2013,EQ,1349.70,1371.80,1343.00,1347.75,1360.75,1362.00,1362.88,1439.80,1045.30,1514272.00,2063776655.25,64029.00
18/01/2013,EQ,1362.50,1366.05,1338.05,1362.00,1350.95,1351.00,1352.62,1439.80,1045.30,720235.00,974202808.25,27725.00
21/01/2013,EQ,1352.50,1354.90,1327.10,1351.00,1330.80,1330.00,1335.87,1439.80,1047.65,630019.00,841624091.25,28024.00
22/01/2013,EQ,1326.00,1331.70,1308.10,1330.00,1314.80,1317.50,1323.02,1439.80,1047.65,693315.00,917268599.30,21665.00
23/01/2013,EQ,1315.75,1323.75,1298.40,1317.50,1312.00,1311.95,1309.10,1439.80,1047.65,938827.00,1229018649.60,45834.00
24/01/2013,EQ,1305.00,1336.90,1305.00,1311.95,1330.00,1328.55,1329.53,1439.80,1047.65,1749235.00,2325668647.50,43901.00
25/01/2013,EQ,1323.75,1345.00,1323.75,1328.55,1343.00,1340.50,1339.87,1439.80,1047.65,760550.00,1019039124.20,32918.00
28/01/2013,EQ,1340.30,1349.95,1337.95,1340.50,1345.15,1345.05,1345.16,1439.80,1047.65,1214077.00,1633131850.20,25501.00
29/01/2013,EQ,1341.20,1356.55,1340.30,1345.05,1343.55,1344.95,1347.29,1439.80,1047.65,865902.00,1166622532.95,30894.00
30/01/2013,EQ,1341.00,1349.85,1335.80,1344.95,1342.00,1346.15,1345.73,1439.80,1047.65,1139572.00,1533551208.15,38454.00
31/01/2013,EQ,1348.85,1352.45,1326.40,1346.15,1343.10,1344.15,1344.12,1439.80,1047.65,2156584.00,2898699643.60,46346.00
01/02/2013,EQ,1344.00,1352.00,1342.15,1344.15,1347.90,1348.10,1348.12,1439.80,1047.65,742270.00,1000669689.55,22910.00
04/02/2013,EQ,1349.00,1367.80,1345.15,1348.10,1352.00,1356.35,1356.73,1439.80,1047.65,1243652.00,1687301551.35,47857.00
05/02/2013,EQ,1345.10,1365.00,1345.10,1356.35,1361.15,1360.05,1360.10,1439.80,1047.65,1080997.00,1470264310.35,43720.00
06/02/2013,EQ,1362.50,1375.90,1362.00,1360.05,1368.00,1370.55,1367.70,1439.80,1047.65,1786853.00,2443883403.85,33018.00
07/02/2013,EQ,1361.00,1390.00,1361.00,1370.55,1386.00,1387.15,1380.15,1439.80,1047.65,1306391.00,1803012810.30,51837.00
08/02/2013,EQ,1386.00,1437.00,1385.10,1387.15,1418.10,1422.60,1419.74,1439.80,1047.65,3486809.00,4950367617.65,80670.00
11/02/2013,EQ,1424.00,1428.90,1412.25,1422.60,1413.00,1414.70,1417.33,1439.80,1047.65,1156063.00,1638526888.00,43496.00
12/02/2013,EQ,1409.05,1415.00,1401.85,1414.70,1410.00,1410.05,1409.96,1439.80,1047.65,1112751.00,1568931224.10,41780.00
13/02/2013,EQ,1409.80,1441.65,1405.10,1410.05,1433.50,1435.40,1435.36,1441.65,1047.65,1911333.00,2743448325.95,68164.00
14/02/2013,EQ,1430.10,1455.80,1429.00,1435.40,1444.65,1447.70,1448.90,1455.80,1047.65,1473479.00,2134921397.80,43194.00
15/02/2013,EQ,1444.00,1451.80,1430.65,1447.70,1440.00,1442.15,1444.23,1455.80,1047.65,910395.00,1314816615.80,44877.00
18/02/2013,EQ,1440.10,1441.90,1420.00,1442.15,1421.45,1425.35,1428.73,1455.80,1047.65,476043.00,680138679.95,17301.00
19/02/2013,EQ,1421.60,1448.90,1412.70,1425.35,1445.30,1443.55,1431.43,1455.80,1047.65,372147.00,532703955.25,22479.00
20/02/2013,EQ,1441.50,1457.00,1441.50,1443.55,1450.00,1452.80,1452.73,1457.00,1047.65,1130759.00,1642686705.45,30950.00
21/02/2013,EQ,1440.70,1456.85,1440.70,1452.80,1450.85,1451.05,1450.87,1457.00,1047.65,1924573.00,2792296665.15,32323.00
22/02/2013,EQ,1450.00,1464.05,1442.30,1451.05,1456.50,1455.10,1454.89,1464.05,1047.65,655347.00,953455933.40,40970.00
25/02/2013,EQ,1453.00,1475.00,1451.50,1455.10,1475.00,1473.70,1469.46,1475.00,1047.65,865015.00,1271104108.75,61029.00
26/02/2013,EQ,1467.00,1499.95,1466.00,1473.70,1499.50,1496.40,1487.03,1499.95,1047.65,1426835.00,2121744401.80,72921.00
27/02/2013,EQ,1495.25,1503.05,1477.30,1496.40,1483.00,1483.20,1485.18,1503.05,1047.65,1278341.00,1898561102.75,60897.00
28/02/2013,EQ,1486.25,1525.00,1485.25,1483.20,1520.70,1517.00,1507.97,1525.00,1047.65,2299712.00,3467898357.60,82632.00
01/03/2013,EQ,1515.10,1516.00,1498.00,1517.00,1498.10,1501.85,1502.52,1525.00,1047.65,1268663.00,1906193515.60,70071.00
04/03/2013,EQ,1491.00,1519.90,1491.00,1501.85,1519.90,1513.20,1507.13,1525.00,1047.65,1568038.00,2363233913.10,89306.00
05/03/2013,EQ,1517.00,1543.00,1508.60,1513.20,1539.85,1540.15,1533.97,1543.00,1047.65,1720027.00,2638469406.80,61511.00
06/03/2013,EQ,1536.15,1565.50,1536.15,1540.15,1565.50,1561.20,1551.30,1565.50,1047.65,1149755.00,1783616082.35,46422.00
07/03/2013,EQ,1561.00,1597.60,1559.35,1561.20,1589.70,1589.90,1583.32,1597.60,1047.65,1954351.00,3094372713.55,108998.00
08/03/2013,EQ,1590.00,1595.65,1574.90,1589.90,1582.35,1583.15,1582.78,1597.60,1047.65,2170751.00,3435827668.95,106027.00
11/03/2013,EQ,1575.00,1589.55,1556.65,1583.15,1560.50,1566.20,1569.85,1597.60,1047.65,1110665.00,1743572634.70,46656.00
12/03/2013,EQ,1558.00,1567.95,1548.00,1566.20,1564.10,1560.50,1554.80,1597.60,1047.65,904726.00,1406664626.80,29418.00
13/03/2013,EQ,1556.05,1558.70,1548.00,1560.50,1552.90,1551.70,1551.46,1597.60,1047.65,897248.00,1392040590.65,31687.00
14/03/2013,EQ,1557.00,1577.00,1543.80,1551.70,1567.65,1567.70,1556.11,1597.60,1047.65,1525609.00,2374011174.00,49526.00
15/03/2013,EQ,1572.00,1580.40,1560.60,1567.70,1567.25,1570.25,1571.37,1597.60,1047.65,2106199.00,3309615937.45,73258.00
18/03/2013,EQ,1559.85,1573.65,1554.40,1570.25,1568.00,1566.95,1564.93,1597.60,1047.65,847494.00,1326269845.25,32094.00
19/03/2013,EQ,1564.50,1564.50,1540.45,1566.95,1541.90,1546.75,1548.47,1597.60,1047.65,1869955.00,2895560617.05,36839.00
20/03/2013,EQ,1540.00,1572.65,1539.95,1546.75,1562.00,1557.65,1557.99,1597.60,1047.65,2084068.00,3246947975.25,92043.00
21/03/2013,EQ,1563.00,1574.40,1553.70,1557.65,1566.80,1559.95,1565.67,1597.60,1047.65,832302.00,1303109149.00,66473.00
22/03/2013,EQ,1561.40,1562.10,1532.00,1559.95,1534.00,1542.15,1546.93,1597.60,1047.65,1357228.00,2099535566.10,47896.00
25/03/2013,EQ,1548.50,1552.00,1528.40,1542.15,1547.00,1543.35,1541.92,1597.60,1047.65,928658.00,1431916781.30,44079.00
26/03/2013,EQ,1540.10,1570.00,1536.15,1543.35,1559.00,1556.35,1557.67,1597.60,1047.65,890768.00,1387522016.50,40015.00
28/03/2013,EQ,1556.00,1583.40,1541.65,1556.35,1571.95,1575.75,1561.68,1597.60,1047.65,1532831.00,2393788393.70,66151.00
01/04/2013,EQ,1565.00,1573.70,1551.25,1575.75,1552.10,1556.85,1561.62,1597.60,1047.65,484406.00,756459959.70,19638.00
02/04/2013,EQ,1556.00,1571.20,1541.25,1556.85,1568.00,1567.35,1557.43,1597.60,1047.65,565166.00,880205208.70,34426.00
03/04/2013,EQ,1570.00,1575.00,1531.00,1567.35,1545.80,1543.40,1555.41,1597.60,1047.65,479966.00,746543574.25,25227.00
04/04/2013,EQ,1540.10,1540.10,1501.00,1543.40,1508.95,1507.80,1512.56,1597.60,1047.65,563169.00,851824854.75,27776.00
05/04/2013,EQ,1505.00,1509.35,1484.10,1507.80,1493.25,1498.35,1496.77,1597.60,1047.65,932624.00,1395924269.25,59990.00
08/04/2013,EQ,1498.90,1498.90,1475.00,1498.35,1481.05,1480.75,1481.59,1597.60,1047.65,448208.00,664059525.75,28530.00
09/04/2013,EQ,1480.00,1513.00,1477.60,1480.75,1500.00,1497.40,1498.57,1597.60,1047.65,836177.00,1253072612.10,28130.00
10/04/2013,EQ,1509.90,1538.90,1501.00,1497.40,1536.75,1530.45,1518.34,1597.60,1047.65,1023142.00,1553477093.30,54754.00
11/04/2013,EQ,1540.00,1550.10,1520.70,1530.45,1537.75,1536.90,1537.21,1597.60,1047.65,1122329.00,1725256806.15,45986.00
12/04/2013,EQ,1481.90,1524.50,1478.35,1536.90,1512.00,1511.75,1504.87,1597.60,1047.65,2516030.00,3786309762.75,95542.00
15/04/2013,EQ,1513.50,1514.00,1448.35,1511.75,1473.00,1472.45,1473.83,1597.60,1047.65,2695748.00,3973067271.10,100925.00
16/04/2013,EQ,1470.00,1493.45,1457.95,1472.45,1480.00,1483.15,1473.05,1597.60,1047.65,1535791.00,2262294346.60,58907.00
17/04/2013,EQ,1495.00,1499.00,1431.00,1483.15,1459.85,1456.65,1460.80,1597.60,1047.65,2639502.00,3855792428.45,82601.00
18/04/2013,EQ,1487.95,1494.90,1427.45,1456.65,1443.10,1452.75,1451.30,1597.60,1047.65,4277229.00,6207540646.10,144508.00
22/04/2013,EQ,1446.00,1459.80,1425.00,1452.75,1425.00,1425.30,1434.07,1597.60,1047.65,1481242.00,2124199931.10,64835.00
23/04/2013,EQ,1424.45,1448.00,1424.00,1425.30,1428.95,1430.55,1433.21,1597.60,1047.65,1692085.00,2425121217.00,73350.00
25/04/2013,EQ,1430.55,1430.55,1398.65,1430.55,1401.00,1402.30,1407.35,1597.60,1047.65,3964597.00,5579555872.15,113292.00
26/04/2013,EQ,1393.00,1393.45,1365.10,1402.30,1366.95,1369.35,1374.51,1597.60,1047.65,2377038.00,3267258397.60,104206.00
29/04/2013,EQ,1365.00,1384.70,1365.00,1369.35,1370.70,1370.75,1374.34,1597.60,1055.00,1984458.00,2727320978.80,81023.00
30/04/2013,EQ,1368.00,1382.00,1365.00,1370.75,1376.35,1378.40,1373.15,1597.60,1055.00,2010285.00,2760426713.60,80918.00
02/05/2013,EQ,1373.50,1438.80,1373.50,1378.40,1425.00,1433.90,1417.25,1597.60,1055.00,2815163.00,3989795667.60,165856.00
03/05/2013,EQ,1426.00,1447.25,1407.90,1433.90,1420.00,1418.50,1427.14,1597.60,1055.00,1820895.00,2598667525.10,80880.00
06/05/2013,EQ,1420.00,1472.40,1420.00,1418.50,1465.05,1467.20,1454.27,1597.60,1055.00,1863559.00,2710126272.55,69362.00
07/05/2013,EQ,1467.10,1478.85,1457.40,1467.20,1469.30,1471.60,1468.34,1597.60,1055.00,1130090.00,1659351880.40,56771.00
08/05/2013,EQ,1472.00,1487.80,1470.00,1471.60,1479.80,1480.10,1480.71,1597.60,1055.00,884065.00,1309045680.30,42493.00
09/05/2013,EQ,1483.20,1503.45,1483.00,1480.10,1500.00,1498.45,1498.15,1597.60,1055.00,974850.00,1460469843.25,53116.00
10/05/2013,EQ,1498.45,1510.90,1491.10,1498.45,1494.00,1495.90,1499.13,1597.60,1055.00,569857.00,854287860.30,40438.00
11/05/2013,EQ,1495.00,1495.00,1486.10,1495.90,1486.70,1489.65,1489.61,1597.60,1055.00,28017.00,41734524.95,1332.00
13/05/2013,EQ,1480.00,1481.00,1445.70,1489.65,1451.60,1451.60,1459.89,1597.60,1055.00,931249.00,1359524178.50,77054.00
14/05/2013,EQ,1455.10,1470.55,1443.75,1451.60,1458.00,1457.95,1460.07,1597.60,1055.00,1125050.00,1642646148.65,76618.00
15/05/2013,EQ,1458.10,1477.20,1450.00,1457.95,1462.00,1471.55,1462.78,1597.60,1055.00,1782963.00,2608084625.65,73380.00
16/05/2013,EQ,1469.00,1469.00,1447.45,1471.55,1455.80,1454.05,1453.49,1597.60,1055.00,1207826.00,1755560378.40,69868.00
17/05/2013,EQ,1455.00,1478.50,1454.10,1454.05,1469.05,1473.80,1468.14,1597.60,1055.00,1450100.00,2128947639.40,70270.00
20/05/2013,EQ,1471.25,1478.00,1461.00,1473.80,1477.70,1472.40,1467.92,1597.60,1055.00,692752.00,1016902642.90,44647.00
21/05/2013,EQ,1465.00,1502.00,1465.00,1472.40,1493.00,1492.85,1493.43,1597.60,1055.00,949216.00,1417590016.25,64722.00
22/05/2013,EQ,1498.00,1509.15,1492.30,1492.85,1496.70,1498.40,1499.31,1597.60,1055.00,923472.00,1384575135.45,63862.00
23/05/2013,EQ,1495.00,1526.75,1478.35,1498.40,1496.00,1492.70,1499.76,1597.60,1055.00,1531981.00,2297596221.45,74633.00
24/05/2013,EQ,1500.00,1502.95,1463.60,1492.70,1472.00,1469.55,1475.82,1597.60,1055.00,793306.00,1170774984.20,33979.00
27/05/2013,EQ,1469.50,1500.00,1460.00,1469.55,1490.55,1498.00,1488.71,1597.60,1055.00,1011932.00,1506473755.40,59991.00
28/05/2013,EQ,1498.00,1516.50,1490.30,1498.00,1514.90,1514.10,1504.57,1597.60,1055.00,700127.00,1053386805.30,41250.00
29/05/2013,EQ,1516.00,1527.50,1485.10,1514.10,1495.00,1497.35,1506.63,1597.60,1055.00,726019.00,1093844997.80,45348.00
30/05/2013,EQ,1500.00,1512.00,1487.00,1497.35,1508.00,1499.40,1500.02,1597.60,1055.00,1204173.00,1806278569.00,38970.00
31/05/2013,EQ,1491.00,1509.25,1476.75,1499.40,1501.00,1498.45,1497.66,1597.60,1055.00,964934.00,1445147070.85,51533.00
03/06/2013,EQ,1504.00,1507.00,1457.10,1498.45,1470.00,1469.40,1473.07,1597.60,1055.00,1548806.00,2281500480.60,82050.00
04/06/2013,EQ,1460.00,1473.90,1450.15,1469.40,1464.00,1465.35,1462.21,1597.60,1055.00,652660.00,954328224.10,31601.00
05/06/2013,EQ,1461.10,1472.65,1452.70,1465.35,1472.40,1467.80,1464.41,1597.60,1055.00,864338.00,1265747022.65,51676.00
06/06/2013,EQ,1453.70,1478.50,1452.05,1467.80,1472.00,1470.75,1469.36,1597.60,1055.00,1270226.00,1866415602.50,61001.00
07/06/2013,EQ,1470.10,1539.00,1468.00,1470.75,1522.60,1518.95,1514.43,1597.60,1055.00,1775422.00,2688751636.25,94737.00
10/06/2013,EQ,1525.05,1544.70,1519.10,1518.95,1529.15,1525.05,1532.04,1597.60,1055.00,1680215.00,2574158334.35,49431.00
11/06/2013,EQ,1530.20,1542.00,1492.00,1525.05,1494.85,1501.55,1518.72,1597.60,1055.00,1102734.00,1674743488.10,50255.00
12/06/2013,EQ,1494.10,1495.10,1462.05,1501.55,1470.85,1468.10,1472.95,1597.60,1055.00,2402977.00,3539454358.05,40672.00
13/06/2013,EQ,1460.00,1464.00,1435.10,1468.10,1439.00,1445.65,1449.19,1597.60,1055.00,1575671.00,2283449223.80,37679.00
14/06/2013,EQ,1448.00,1457.25,1431.00,1445.65,1454.00,1450.70,1445.98,1597.60,1055.00,1552998.00,2245611750.60,50954.00
17/06/2013,EQ,1453.00,1465.00,1428.00,1450.70,1451.80,1452.45,1445.11,1597.60,1055.00,1292081.00,1867204501.70,33543.00
18/06/2013,EQ,1455.00,1460.00,1440.15,1452.45,1442.05,1443.80,1446.82,1597.60,1055.00,1145764.00,1657716389.50,35144.00
19/06/2013,EQ,1454.90,1454.90,1423.55,1443.80,1424.25,1427.70,1431.67,1597.60,1055.00,1069894.00,1531740349.35,54286.00
20/06/2013,EQ,1421.00,1433.15,1399.10,1427.70,1399.10,1404.50,1420.04,1597.60,1055.00,2086439.00,2962832290.85,99552.00
21/06/2013,EQ,1408.80,1431.85,1408.00,1404.50,1422.00,1422.25,1421.39,1597.60,1055.00,1424112.00,2024223029.20,51685.00
24/06/2013,EQ,1415.00,1434.10,1400.10,1422.25,1412.90,1410.70,1418.87,1597.60,1055.00,944582.00,1340239272.95,51312.00
25/06/2013,EQ,1413.50,1427.10,1380.70,1410.70,1391.00,1392.30,1413.83,1597.60,1055.00,930274.00,1315244839.30,53885.00
26/06/2013,EQ,1396.90,1447.75,1381.05,1392.30,1446.00,1437.70,1422.62,1597.60,1055.00,1163244.00,1654857667.25,55304.00
27/06/2013,EQ,1447.80,1497.00,1442.00,1437.70,1485.00,1491.90,1472.05,1597.60,1055.00,1910339.00,2812117983.80,65973.00
28/06/2013,EQ,1495.00,1524.30,1458.20,1491.90,1521.00,1518.15,1499.03,1597.60,1055.00,2408548.00,3610485523.45,123933.00
01/07/2013,EQ,1512.00,1516.70,1483.40,1518.15,1489.00,1492.35,1495.42,1597.60,1055.00,677326.00,1012885599.65,36062.00
02/07/2013,EQ,1493.10,1508.50,1486.65,1492.35,1500.00,1500.55,1497.24,1597.60,1055.00,828621.00,1240644824.95,28099.00
03/07/2013,EQ,1497.70,1519.00,1465.00,1500.55,1485.00,1489.80,1491.55,1597.60,1055.00,765453.00,1141708976.30,48225.00
04/07/2013,EQ,1490.85,1541.00,1490.00,1489.80,1540.00,1538.30,1522.88,1597.60,1055.00,958530.00,1459725830.20,35318.00
05/07/2013,EQ,1542.00,1558.00,1522.00,1538.30,1529.00,1530.20,1540.98,1597.60,1055.00,646506.00,996254176.70,33664.00
08/07/2013,EQ,1528.00,1535.00,1500.00,1530.20,1507.00,1506.65,1517.40,1597.60,1055.00,829398.00,1258530157.10,44702.00
09/07/2013,EQ,1495.30,1521.75,1495.30,1506.65,1504.15,1504.90,1507.34,1597.60,1055.00,548663.00,827023030.55,31904.00
10/07/2013,EQ,1510.00,1526.80,1498.00,1504.90,1519.00,1511.95,1510.17,1597.60,1055.00,661312.00,998690768.25,44391.00
11/07/2013,EQ,1520.00,1570.00,1520.00,1511.95,1560.00,1564.55,1551.39,1597.60,1055.00,1167637.00,1811457431.95,58336.00
12/07/2013,EQ,1595.00,1624.80,1579.30,1564.55,1610.00,1609.85,1607.04,1624.80,1055.00,1625768.00,2612680638.90,77332.00
15/07/2013,EQ,1601.10,1647.30,1599.30,1609.85,1640.00,1641.75,1634.96,1647.30,1055.00,1030285.00,1684478563.80,57355.00
16/07/2013,EQ,1625.00,1666.35,1617.60,1641.75,1647.00,1649.35,1650.53,1666.35,1055.00,1112493.00,1836203944.20,39701.00
17/07/2013,EQ,1645.05,1684.95,1645.05,1649.35,1675.00,1678.50,1674.44,1684.95,1055.00,1499625.00,2511029102.75,52818.00
18/07/2013,EQ,1680.00,1692.30,1644.00,1678.50,1658.50,1660.40,1663.84,1692.30,1055.00,1722766.00,2866403427.30,82338.00
19/07/2013,EQ,1719.00,1759.00,1700.00,1660.40,1743.00,1742.80,1738.01,1759.00,1055.00,4275402.00,7430699822.15,131525.00
22/07/2013,EQ,1741.00,1758.80,1728.30,1742.80,1747.85,1746.50,1746.02,1759.00,1055.00,1487386.00,2597009147.70,43813.00
23/07/2013,EQ,1748.00,1780.45,1743.60,1746.50,1750.00,1749.80,1756.51,1780.45,1055.00,823251.00,1446051851.80,47374.00
24/07/2013,EQ,1748.50,1792.00,1745.00,1749.80,1783.00,1782.80,1778.80,1792.00,1055.00,1090822.00,1940354831.65,85535.00
25/07/2013,EQ,1780.00,1810.00,1766.70,1782.80,1788.00,1795.75,1785.76,1810.00,1055.00,2044404.00,3650816099.80,71565.00
26/07/2013,EQ,1795.00,1798.95,1750.10,1795.75,1770.00,1774.50,1779.05,1810.00,1055.00,1189532.00,2116232135.95,69405.00
29/07/2013,EQ,1758.00,1794.60,1757.25,1774.50,1776.95,1779.20,1779.10,1810.00,1055.00,887131.00,1578299165.55,46806.00
30/07/2013,EQ,1780.00,1804.95,1775.45,1779.20,1789.60,1792.30,1794.62,1810.00,1055.00,1308742.00,2348695159.95,53050.00
31/07/2013,EQ,1790.00,1831.50,1789.45,1792.30,1814.00,1815.50,1817.70,1831.50,1055.00,1413375.00,2569097493.50,63976.00
01/08/2013,EQ,1810.05,1834.80,1790.00,1815.50,1816.00,1815.40,1818.36,1834.80,1055.00,1070589.00,1946711395.55,50550.00
02/08/2013,EQ,1819.70,1849.90,1816.70,1815.40,1843.00,1845.85,1842.77,1849.90,1055.00,923427.00,1701665974.05,48177.00
05/08/2013,EQ,1840.00,1877.40,1840.00,1845.85,1864.70,1867.20,1868.30,1877.40,1055.00,1177592.00,2200091319.05,67216.00
06/08/2013,EQ,1873.00,1881.95,1864.65,1867.20,1871.00,1870.10,1871.50,1881.95,1055.00,1152645.00,2157172621.20,49199.00
07/08/2013,EQ,1874.00,1890.90,1813.45,1870.10,1818.95,1822.70,1850.76,1890.90,1055.00,1347490.00,2493883090.95,77350.00
08/08/2013,EQ,1805.10,1856.15,1783.70,1822.70,1846.00,1845.40,1829.62,1890.90,1055.00,1079314.00,1974732470.05,58154.00
12/08/2013,EQ,1841.00,1841.00,1808.15,1845.40,1822.00,1814.00,1818.29,1890.90,1055.00,1038787.00,1888813017.30,51259.00
13/08/2013,EQ,1820.20,1844.85,1809.95,1814.00,1820.00,1819.80,1826.35,1890.90,1055.00,1084148.00,1980034208.05,36003.00
14/08/2013,EQ,1824.50,1858.00,1802.00,1819.80,1842.00,1833.50,1834.40,1890.90,1055.00,1651034.00,3028655819.50,59805.00
16/08/2013,EQ,1824.20,1830.00,1755.55,1833.50,1779.00,1780.90,1789.42,1890.90,1055.00,1389965.00,2487232532.60,83006.00
19/08/2013,EQ,1798.00,1807.00,1755.55,1780.90,1770.00,1777.45,1782.77,1890.90,1055.00,1060676.00,1890937648.05,75068.00
20/08/2013,EQ,1789.80,1789.80,1730.00,1777.45,1739.00,1736.40,1744.56,1890.90,1055.00,1362422.00,2376821441.50,67852.00
21/08/2013,EQ,1740.10,1743.70,1701.15,1736.40,1720.00,1717.80,1719.42,1890.90,1055.00,1811997.00,3115584652.40,93068.00
22/08/2013,EQ,1705.00,1797.15,1695.20,1717.80,1774.00,1778.95,1734.32,1890.90,1055.00,2130494.00,3694948693.85,103483.00
23/08/2013,EQ,1794.00,1838.00,1784.30,1778.95,1822.00,1829.45,1815.50,1890.90,1055.00,2016442.00,3660840930.90,77530.00
26/08/2013,EQ,1823.10,1878.60,1814.00,1829.45,1850.05,1842.00,1854.16,1890.90,1055.00,1331619.00,2469028622.40,71382.00
27/08/2013,EQ,1839.00,1878.85,1830.00,1842.00,1838.00,1838.80,1858.39,1890.90,1055.00,972642.00,1807546676.95,49621.00
28/08/2013,EQ,1828.00,1946.10,1828.00,1838.80,1900.00,1907.90,1905.52,1946.10,1055.00,2222342.00,4234709917.05,100549.00
29/08/2013,EQ,1901.00,1970.00,1878.30,1907.90,1930.00,1947.10,1940.16,1970.00,1055.00,2952591.00,5728510576.10,154394.00
30/08/2013,EQ,1939.00,2050.00,1930.00,1947.10,2030.00,2033.20,2006.33,2050.00,1055.00,2641471.00,5299666523.30,131925.00
02/09/2013,EQ,2020.00,2069.00,2017.50,2033.20,2057.00,2056.85,2046.97,2069.00,1055.00,1077017.00,2204626811.30,54670.00
03/09/2013,EQ,2050.10,2067.00,1986.15,2056.85,1989.45,2001.10,2034.58,2069.00,1055.00,1177532.00,2395778757.20,78795.00
04/09/2013,EQ,2000.00,2078.80,1993.95,2001.10,2075.00,2069.10,2054.78,2078.80,1055.00,1313258.00,2698457160.05,65829.00
05/09/2013,EQ,2069.00,2069.00,1981.05,2069.10,1994.00,1990.75,2007.11,2078.80,1055.00,1963746.00,3941460846.30,88625.00
06/09/2013,EQ,2009.00,2025.00,1975.00,1990.75,1980.00,1988.80,1998.04,2078.80,1055.00,1379798.00,2756885414.30,74017.00
10/09/2013,EQ,1986.00,2016.70,1981.00,1988.80,1989.95,1987.90,1994.45,2078.80,1055.00,2150486.00,4289031303.45,111927.00
11/09/2013,EQ,2008.00,2018.00,1983.50,1987.90,1987.95,1993.80,1999.16,2078.80,1055.00,1504247.00,3007223331.55,66161.00
12/09/2013,EQ,1995.00,1998.55,1945.80,1993.80,1969.00,1967.90,1962.49,2078.80,1055.00,952784.00,1869829459.40,62862.00
13/09/2013,EQ,1965.00,1990.00,1946.55,1967.90,1961.70,1953.75,1963.44,2078.80,1055.00,1048160.00,2058001744.15,67633.00
16/09/2013,EQ,1950.00,1985.00,1894.05,1953.75,1895.60,1902.55,1918.02,2078.80,1055.00,1230253.00,2359654428.35,72613.00
17/09/2013,EQ,1900.00,1952.55,1897.10,1902.55,1944.30,1947.45,1929.34,2078.80,1055.00,1663908.00,3210240796.75,74729.00
18/09/2013,EQ,1942.05,1964.80,1937.90,1947.45,1951.00,1954.50,1952.86,2078.80,1055.00,1054909.00,2060092549.05,58922.00
19/09/2013,EQ,1948.00,1990.00,1926.50,1954.50,1958.00,1966.30,1966.26,2078.80,1055.00,1953620.00,3841323426.45,80968.00
20/09/2013,EQ,1950.00,1989.90,1941.00,1966.30,1952.30,1950.30,1965.31,2078.80,1055.00,1795929.00,3529564199.55,54886.00
23/09/2013,EQ,1950.00,1977.20,1940.00,1950.30,1957.00,1955.10,1962.53,2078.80,1055.00,1494379.00,2932761811.35,84091.00
24/09/2013,EQ,1955.00,1977.90,1926.00,1955.10,1941.00,1939.50,1950.27,2078.80,1055.00,2470150.00,4817462527.70,79928.00
25/09/2013,EQ,1941.50,1970.95,1920.20,1939.50,1953.25,1959.05,1942.25,2078.80,1055.00,2166929.00,4208725174.90,86708.00
26/09/2013,EQ,1954.80,1974.10,1935.10,1959.05,1942.95,1942.90,1950.49,2078.80,1055.00,2459852.00,4797910480.05,72636.00
27/09/2013,EQ,1943.10,1961.95,1937.45,1942.90,1945.10,1948.10,1951.23,2078.80,1055.00,892333.00,1741150833.70,34615.00
30/09/2013,EQ,1954.00,1961.85,1920.00,1948.10,1922.50,1927.80,1943.10,2078.80,1055.00,993675.00,1930809918.05,67852.00
01/10/2013,EQ,1932.00,1954.85,1916.70,1927.80,1950.00,1949.05,1943.81,2078.80,1055.00,795997.00,1547266400.60,54197.00
03/10/2013,EQ,1971.80,2036.90,1960.40,1949.05,2024.00,2024.60,2019.83,2078.80,1055.00,2336177.00,4718669789.25,122244.00
04/10/2013,EQ,2032.00,2069.00,2026.95,2024.60,2038.60,2033.60,2051.44,2078.80,1055.00,967016.00,1983778144.65,59054.00
07/10/2013,EQ,2035.00,2097.70,2025.30,2033.60,2095.75,2089.75,2063.72,2097.70,1197.00,996939.00,2057400993.00,45082.00
